time,requestor,role,component,request_type,violation_type,score
2016-10-21 10:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-21 10:47:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-21 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-21 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-21 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-21 11:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-21 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 12:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 01:11:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-22 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 01:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 02:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 02:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 03:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 03:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 03:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 04:04:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-10-22 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 04:47:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-22 05:02:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-22 05:16:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-22 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 05:59:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 06:14:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-22 06:28:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-22 06:43:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-22 06:57:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-10-22 07:11:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-10-22 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 08:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 08:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 09:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 09:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 10:04:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-22 10:19:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-22 10:33:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 11:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 11:16:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-22 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 11:45:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-22 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 12:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 01:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 02:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 02:23:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-22 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 02:52:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-22 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 03:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 04:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 05:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 05:59:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-22 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 06:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 07:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 09:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-22 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 10:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 11:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-22 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-22 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-22 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 12:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 01:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 02:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 03:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 03:21:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-23 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 04:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:45:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-23 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 06:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 06:28:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 06:43:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 06:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 07:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 08:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 08:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 08:38:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-10-23 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 09:21:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-23 09:35:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-23 09:50:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-23 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 10:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 10:47:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-23 11:02:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-23 11:16:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-23 11:31:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-10-23 11:45:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-10-23 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 12:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 12:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 12:43:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 12:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 01:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 01:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-23 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 02:38:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-23 02:52:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-23 03:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 03:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 03:50:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-23 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 04:19:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-23 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 06:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 06:57:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-23 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 07:26:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-23 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 08:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 09:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 09:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-23 10:33:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-23 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 11:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-23 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-23 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 12:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 01:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 02:38:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 03:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 04:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 05:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 06:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 07:55:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-24 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 08:52:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 09:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 10:19:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-24 10:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 10:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 11:02:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 11:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 11:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 12:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 12:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 12:43:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 12:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 01:11:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2016-10-24 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 01:55:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-24 02:09:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-24 02:23:00,User B,Business user,Table 1,Select,No authorization,TRUE
2016-10-24 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 03:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 03:21:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-24 03:35:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-24 03:50:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2016-10-24 04:04:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2016-10-24 04:19:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2016-10-24 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 04:47:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 05:16:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 05:31:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 06:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 06:28:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-24 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 07:11:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-24 07:26:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2016-10-24 07:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 08:23:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-24 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 08:52:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-24 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 09:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 10:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-24 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-24 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 11:31:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-24 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-24 11:59:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-25 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 12:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 01:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 02:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 03:07:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-25 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 04:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 05:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 06:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 07:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 08:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 09:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2016-10-25 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 10:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 11:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2016-10-25 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 12:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2016-10-25 12:28:00,User B,Business user,Element 1,Select,No authorization,TRUE
2016-10-25 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2016-10-25 12:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
